wavelength;0.00 sec;10.00 sec;20.00 sec;30.00 sec;40.00 sec;50.00 sec;60.00 sec;70.00 sec;80.00 sec;90.00 sec;100.00 sec;110.00 sec;120.00 sec;130.00 sec;140.00 sec;150.00 sec;160.00 sec;170.00 sec;180.00 sec;190.00 sec;200.00 sec;210.00 sec;220.00 sec;230.00 sec;240.00 sec;250.00 sec;260.00 sec;270.00 sec;280.00 sec;290.00 sec;300.00 sec;310.00 sec;320.00 sec;330.00 sec;340.00 sec;350.00 sec;360.00 sec;370.00 sec;380.00 sec;390.00 sec;400.00 sec;410.00 sec;420.00 sec;430.00 sec;440.00 sec;450.00 sec;460.00 sec;470.00 sec;480.00 sec;490.00 sec;500.00 sec;510.00 sec;520.00 sec;530.00 sec;540.00 sec;550.00 sec;560.00 sec;570.00 sec;580.00 sec;590.00 sec;600.00 sec
324.500000;0.280514;0.279151;0.277772;0.275896;0.274751;0.273626;0.271578;0.270939;0.269330;0.268230;0.266778;0.265664;0.263906;0.263193;0.262321;0.260621;0.260453;0.258987;0.257824;0.256347;0.255873;0.254583;0.254123;0.253325;0.252679;0.252067;0.251218;0.250619;0.249672;0.248788;0.248161;0.247445;0.246965;0.245925;0.245414;0.244558;0.243655;0.243248;0.242373;0.242089;0.241494;0.241315;0.240038;0.239954;0.239358;0.238613;0.237895;0.236798;0.236941;0.236258;0.235739;0.235109;0.234564;0.234118;0.233157;0.232968;0.232610;0.232120;0.231760;0.231254;0.230800
325.000000;0.281674;0.280331;0.278910;0.277147;0.275978;0.274773;0.272667;0.272009;0.270466;0.269264;0.267967;0.267183;0.265403;0.264475;0.263737;0.261773;0.261782;0.260324;0.259320;0.258012;0.257205;0.256167;0.255761;0.254867;0.254566;0.253697;0.253166;0.252003;0.251384;0.250529;0.249920;0.249420;0.248963;0.247496;0.247245;0.246278;0.245924;0.245172;0.244117;0.243994;0.243329;0.243451;0.241759;0.242064;0.241290;0.240799;0.239606;0.238864;0.238744;0.238258;0.237593;0.237049;0.236821;0.236017;0.235460;0.235257;0.234388;0.234538;0.233774;0.233202;0.233306
325.500000;0.283347;0.281692;0.280296;0.278825;0.277236;0.275790;0.274302;0.273151;0.271639;0.270632;0.269341;0.268899;0.267230;0.266452;0.265304;0.263595;0.262848;0.261809;0.261093;0.260091;0.258913;0.258244;0.257645;0.256570;0.256228;0.255210;0.255023;0.253783;0.253042;0.252277;0.251744;0.251269;0.251034;0.249406;0.249087;0.248511;0.248296;0.247377;0.246124;0.246332;0.245262;0.245231;0.243916;0.244063;0.243261;0.242837;0.241641;0.241372;0.241026;0.240340;0.239627;0.239463;0.239408;0.238154;0.238143;0.237905;0.236460;0.236899;0.236131;0.235525;0.236159
326.000000;0.284370;0.282345;0.281337;0.279843;0.278150;0.276969;0.275605;0.274124;0.273007;0.271879;0.270788;0.269824;0.268481;0.267740;0.266006;0.265341;0.264348;0.262915;0.262685;0.261370;0.260739;0.259767;0.259243;0.258302;0.257357;0.256457;0.256305;0.255553;0.254607;0.253754;0.252904;0.252627;0.251990;0.251327;0.251014;0.250071;0.249337;0.249446;0.248113;0.248108;0.246947;0.246760;0.246284;0.246015;0.245199;0.244676;0.243760;0.243513;0.242919;0.241972;0.241663;0.241565;0.241430;0.240345;0.239537;0.239776;0.238760;0.238284;0.238388;0.237822;0.237475
326.500000;0.285050;0.282908;0.282245;0.280642;0.279119;0.278059;0.276552;0.275321;0.274460;0.272961;0.272064;0.270550;0.269633;0.268699;0.266760;0.267055;0.265942;0.264021;0.264056;0.262473;0.262301;0.261077;0.260680;0.259919;0.258686;0.257967;0.257645;0.257092;0.256197;0.255430;0.254227;0.253956;0.253127;0.253211;0.252839;0.251422;0.250323;0.251303;0.249822;0.249520;0.248647;0.248384;0.248326;0.247811;0.247053;0.246432;0.245810;0.245277;0.244591;0.243665;0.243682;0.243140;0.243086;0.242441;0.240786;0.241369;0.240714;0.239679;0.240375;0.239860;0.238576
327.000000;0.285971;0.284084;0.283286;0.281846;0.280485;0.278939;0.277528;0.276951;0.275833;0.274070;0.273186;0.271822;0.271196;0.270066;0.268497;0.268829;0.267179;0.265538;0.265290;0.264194;0.263459;0.262693;0.262183;0.261409;0.260709;0.260016;0.259574;0.258440;0.257858;0.257503;0.256422;0.255711;0.255547;0.255015;0.254367;0.253247;0.252506;0.252968;0.251252;0.251086;0.250539;0.250274;0.249754;0.249477;0.248798;0.248169;0.247675;0.246890;0.246421;0.245842;0.245655;0.244459;0.244784;0.244321;0.243131;0.243341;0.242112;0.242022;0.242161;0.241619;0.240902
327.500000;0.287044;0.285417;0.284152;0.283134;0.281749;0.280273;0.279087;0.278230;0.277091;0.275562;0.274884;0.273333;0.272526;0.271884;0.270420;0.270182;0.268309;0.267127;0.266428;0.266048;0.264778;0.264302;0.263633;0.263088;0.262420;0.261682;0.261370;0.260091;0.259348;0.258879;0.258495;0.257585;0.257655;0.256479;0.255675;0.255227;0.254617;0.254414;0.253003;0.252997;0.252074;0.251976;0.251164;0.251509;0.250461;0.249700;0.249268;0.248443;0.248346;0.247786;0.247418;0.246406;0.246435;0.245939;0.245488;0.245232;0.244078;0.244398;0.244126;0.243433;0.243241
328.000000;0.288236;0.286762;0.284982;0.284299;0.282850;0.281945;0.280932;0.279205;0.278330;0.277249;0.277011;0.274913;0.273619;0.273823;0.271995;0.271212;0.269593;0.268699;0.267845;0.267655;0.266506;0.265755;0.265014;0.264963;0.263634;0.262885;0.262871;0.262004;0.260897;0.259854;0.260058;0.259347;0.259125;0.257788;0.257185;0.257035;0.256251;0.255868;0.255105;0.255103;0.253578;0.253482;0.252892;0.253711;0.252154;0.251221;0.250930;0.250202;0.250289;0.249501;0.249047;0.248883;0.248202;0.247573;0.247317;0.246920;0.246592;0.246421;0.246287;0.245333;0.245108
328.500000;0.289645;0.288396;0.286386;0.285436;0.284241;0.283091;0.282034;0.280799;0.279734;0.278469;0.278520;0.276651;0.275215;0.275349;0.273297;0.272622;0.271166;0.270497;0.270091;0.268998;0.268424;0.267224;0.266485;0.266702;0.265190;0.264509;0.264613;0.263605;0.263115;0.262078;0.261612;0.261013;0.261182;0.259553;0.259460;0.258549;0.258196;0.257754;0.256960;0.257003;0.256156;0.255308;0.254847;0.255230;0.254053;0.253246;0.253269;0.252514;0.252214;0.251771;0.250848;0.250809;0.250481;0.249730;0.249023;0.248783;0.248422;0.248490;0.248278;0.247044;0.247144
329.000000;0.291064;0.289855;0.288210;0.286832;0.285644;0.284398;0.282921;0.282522;0.281184;0.279537;0.279462;0.278146;0.277094;0.276562;0.274622;0.274157;0.272929;0.272254;0.272183;0.270356;0.270087;0.268948;0.268282;0.268254;0.267078;0.266390;0.266324;0.265120;0.265216;0.264545;0.263269;0.262865;0.263069;0.261666;0.261570;0.260013;0.260120;0.259765;0.258559;0.258656;0.258734;0.257472;0.256919;0.256460;0.256178;0.255281;0.255343;0.254648;0.253866;0.253932;0.252649;0.252398;0.252705;0.251972;0.250761;0.250829;0.250031;0.250299;0.250080;0.248760;0.249240
