"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","wavelength"
"121",0.095722,0.123947,0.137505,0.144193,0.148782,0.153041,0.157152,0.159711,0.160981,0.16268,0.163545,0.165236,0.166026,0.166092,0.166561,0.167284,0.16729,0.167666,0.167186,0.167722,0.168231,0.168081,0.168365,0.168349,0.168046,0.168303,0.168583,0.168595,0.168684,0.169192,0.168746,360
