"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","wavelength"
"41",0.44142,0.394929,0.349203,0.312872,0.285919,0.265495,0.250397,0.238772,0.229207,0.22271,0.216812,0.21251,0.209159,0.206691,0.204013,0.201315,0.200157,0.198816,0.197633,0.196018,0.195034,0.194913,0.194071,0.194073,0.193046,0.193182,0.192222,0.191834,0.192032,0.191741,0.191826,320
