"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","wavelength"
"121",0.038355,0.0652,0.09289,0.112939,0.128637,0.140096,0.14909,0.155474,0.160936,0.164316,0.167629,0.170549,0.172903,0.17403,0.175115,0.176041,0.177693,0.178493,0.17912,0.179747,0.180617,0.18098,0.181334,0.181516,0.181898,0.182565,0.182287,0.182851,0.182709,0.182808,0.182655,360
