"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","wavelength"
"41",0.474669,0.39229,0.352122,0.329748,0.316537,0.305759,0.297791,0.290766,0.286008,0.282165,0.279509,0.27736,0.276138,0.274816,0.27439,0.27269,0.272726,0.272704,0.271992,0.272314,0.271708,0.271971,0.271986,0.272152,0.272237,0.272493,0.272174,0.272461,0.272519,0.272757,0.273041,320
