wavelength;0.00 sec;10.00 sec;20.00 sec;30.00 sec;40.00 sec;50.00 sec;60.00 sec;70.00 sec;80.00 sec;90.00 sec;100.00 sec;110.00 sec;120.00 sec;130.00 sec;140.00 sec;150.00 sec;160.00 sec;170.00 sec;180.00 sec;190.00 sec;200.00 sec;210.00 sec;220.00 sec;230.00 sec;240.00 sec;250.00 sec;260.00 sec;270.00 sec;280.00 sec;290.00 sec;300.00 sec;310.00 sec;320.00 sec;330.00 sec;340.00 sec;350.00 sec;360.00 sec;370.00 sec;380.00 sec;390.00 sec;400.00 sec;410.00 sec;420.00 sec;430.00 sec;440.00 sec;450.00 sec;460.00 sec;470.00 sec;480.00 sec;490.00 sec;500.00 sec;510.00 sec;520.00 sec;530.00 sec;540.00 sec;550.00 sec;560.00 sec;570.00 sec;580.00 sec;590.00 sec;600.00 sec;610.00 sec;620.00 sec;630.00 sec;640.00 sec;650.00 sec;660.00 sec;670.00 sec;680.00 sec;690.00 sec;700.00 sec;710.00 sec;720.00 sec;730.00 sec;740.00 sec;750.00 sec;760.00 sec;770.00 sec;780.00 sec;790.00 sec;800.00 sec;810.00 sec;820.00 sec;830.00 sec;840.00 sec;850.00 sec;860.00 sec;870.00 sec;880.00 sec;890.00 sec;900.00 sec;910.00 sec;920.00 sec;930.00 sec;940.00 sec;950.00 sec;960.00 sec;970.00 sec;980.00 sec;990.00 sec;1000.00 sec;1010.00 sec;1020.00 sec;1030.00 sec;1040.00 sec;1050.00 sec;1060.00 sec;1070.00 sec;1080.00 sec;1090.00 sec;1100.00 sec;1110.00 sec;1120.00 sec;1130.00 sec;1140.00 sec;1150.00 sec;1160.00 sec;1170.00 sec;1180.00 sec;1190.00 sec;1200.00 sec;1210.00 sec;1220.00 sec;1230.00 sec;1240.00 sec;1250.00 sec;1260.00 sec;1270.00 sec;1280.00 sec;1290.00 sec;1300.00 sec;1310.00 sec;1320.00 sec;1330.00 sec;1340.00 sec;1350.00 sec;1360.00 sec;1370.00 sec;1380.00 sec;1390.00 sec;1400.00 sec;1410.00 sec;1420.00 sec;1430.00 sec;1440.00 sec;1450.00 sec;1460.00 sec;1470.00 sec;1480.00 sec;1490.00 sec;1500.00 sec;1510.00 sec;1520.00 sec;1530.00 sec;1540.00 sec;1550.00 sec;1560.00 sec;1570.00 sec;1580.00 sec;1590.00 sec;1600.00 sec;1610.00 sec;1620.00 sec;1630.00 sec;1640.00 sec;1650.00 sec;1660.00 sec;1670.00 sec;1680.00 sec;1690.00 sec;1700.00 sec;1710.00 sec;1720.00 sec;1730.00 sec;1740.00 sec;1750.00 sec;1760.00 sec;1770.00 sec;1780.00 sec;1790.00 sec;1800.00 sec;1810.00 sec;1820.00 sec;1830.00 sec;1840.00 sec;1850.00 sec;1860.00 sec;1870.00 sec;1880.00 sec;1890.00 sec;1900.00 sec;1910.00 sec;1920.00 sec;1930.00 sec;1940.00 sec;1950.00 sec;1960.00 sec;1970.00 sec;1980.00 sec;1990.00 sec;2000.00 sec;2010.00 sec;2020.00 sec;2030.00 sec;2040.00 sec;2050.00 sec;2060.00 sec;2070.00 sec;2080.00 sec;2090.00 sec;2100.00 sec;2110.00 sec;2120.00 sec;2130.00 sec;2140.00 sec;2150.00 sec;2160.00 sec;2170.00 sec;2180.00 sec;2190.00 sec;2200.00 sec;2210.00 sec;2220.00 sec;2230.00 sec;2240.00 sec;2250.00 sec;2260.00 sec;2270.00 sec;2280.00 sec;2290.00 sec;2300.00 sec;2310.00 sec;2320.00 sec;2330.00 sec;2340.00 sec;2350.00 sec;2360.00 sec;2370.00 sec;2380.00 sec;2390.00 sec;2400.00 sec;2410.00 sec;2420.00 sec;2430.00 sec;2440.00 sec;2450.00 sec;2460.00 sec;2470.00 sec;2480.00 sec;2490.00 sec;2500.00 sec;2510.00 sec;2520.00 sec;2530.00 sec;2540.00 sec;2550.00 sec;2560.00 sec;2570.00 sec;2580.00 sec;2590.00 sec;2600.00 sec;2610.00 sec;2620.00 sec;2630.00 sec;2640.00 sec;2650.00 sec;2660.00 sec;2670.00 sec;2680.00 sec;2690.00 sec;2700.00 sec;2710.00 sec;2720.00 sec;2730.00 sec;2740.00 sec;2750.00 sec;2760.00 sec;2770.00 sec;2780.00 sec;2790.00 sec;2800.00 sec;2810.00 sec;2820.00 sec;2830.00 sec;2840.00 sec;2850.00 sec;2860.00 sec;2870.00 sec;2880.00 sec;2890.00 sec;2900.00 sec;2910.00 sec;2920.00 sec;2930.00 sec;2940.00 sec;2950.00 sec;2960.00 sec;2970.00 sec;2980.00 sec;2990.00 sec;3000.00 sec;3010.00 sec;3020.00 sec;3030.00 sec;3040.00 sec;3050.00 sec;3060.00 sec;3070.00 sec;3080.00 sec;3090.00 sec;3100.00 sec;3110.00 sec;3120.00 sec;3130.00 sec;3140.00 sec;3150.00 sec;3160.00 sec;3170.00 sec;3180.00 sec;3190.00 sec;3200.00 sec;3210.00 sec;3220.00 sec;3230.00 sec;3240.00 sec;3250.00 sec;3260.00 sec;3270.00 sec;3280.00 sec;3290.00 sec;3300.00 sec;3310.00 sec;3320.00 sec;3330.00 sec;3340.00 sec;3350.00 sec;3360.00 sec;3370.00 sec;3380.00 sec;3390.00 sec;3400.00 sec;3410.00 sec;3420.00 sec;3430.00 sec;3440.00 sec;3450.00 sec;3460.00 sec;3470.00 sec;3480.00 sec;3490.00 sec;3500.00 sec;3510.00 sec;3520.00 sec;3530.00 sec;3540.00 sec;3550.00 sec;3560.00 sec;3570.00 sec;3580.00 sec;3590.00 sec;3600.00 sec
300.000000;0.357411;0.350171;0.341291;0.333465;0.325030;0.315659;0.305975;0.297623;0.288959;0.280230;0.273090;0.264264;0.256321;0.249194;0.242715;0.235814;0.229936;0.223849;0.217399;0.212025;0.207217;0.201727;0.196529;0.192558;0.188262;0.184304;0.179707;0.175619;0.172870;0.169705;0.166086;0.163005;0.159878;0.157187;0.153900;0.151323;0.149694;0.146744;0.145157;0.142798;0.141049;0.138532;0.136441;0.135309;0.133402;0.131994;0.130205;0.128905;0.127469;0.125421;0.124206;0.123337;0.121991;0.120877;0.119241;0.118223;0.117183;0.116254;0.115587;0.113990;0.113131;0.112652;0.111889;0.111181;0.110210;0.109310;0.108708;0.107632;0.107589;0.106668;0.105518;0.105902;0.104626;0.104432;0.103958;0.103453;0.102797;0.102201;0.102232;0.101821;0.101073;0.100806;0.100473;0.100366;0.099373;0.098953;0.098428;0.098382;0.098062;0.097685;0.097251;0.097028;0.096560;0.096120;0.096056;0.096156;0.095946;0.095620;0.095268;0.094599;0.094708;0.094074;0.093767;0.093831;0.093369;0.093227;0.093570;0.092604;0.092594;0.092428;0.092341;0.092217;0.092460;0.091805;0.091987;0.091331;0.091372;0.091135;0.091453;0.091325;0.090079;0.090109;0.090411;0.089974;0.090328;0.089543;0.090015;0.089721;0.089588;0.089805;0.089403;0.089525;0.089298;0.089071;0.088787;0.089490;0.088745;0.088598;0.088876;0.088477;0.088626;0.087926;0.088438;0.088274;0.088365;0.088042;0.088685;0.087972;0.088092;0.088108;0.088056;0.087826;0.087448;0.087458;0.087450;0.087503;0.087101;0.087695;0.087805;0.087202;0.087506;0.087126;0.087255;0.087379;0.087114;0.086716;0.087128;0.087091;0.086643;0.087557;0.087146;0.086889;0.087038;0.087107;0.087106;0.087505;0.086546;0.086452;0.086948;0.086892;0.087071;0.086699;0.086136;0.086994;0.086600;0.086561;0.086493;0.085941;0.086088;0.086142;0.086615;0.086122;0.086636;0.086411;0.086603;0.086734;0.086950;0.086856;0.086801;0.086485;0.086554;0.086507;0.086316;0.085966;0.086441;0.086453;0.086053;0.086354;0.086352;0.086550;0.086190;0.086113;0.086589;0.086738;0.086727;0.086661;0.086242;0.086327;0.086227;0.086706;0.086105;0.086376;0.086398;0.086670;0.086378;0.087092;0.086619;0.086994;0.086667;0.086033;0.086122;0.086367;0.086886;0.086397;0.086406;0.085970;0.086874;0.086376;0.086275;0.086556;0.086985;0.086727;0.086682;0.086400;0.086741;0.086739;0.086651;0.086790;0.086665;0.086802;0.086542;0.086026;0.086653;0.086028;0.086442;0.086381;0.086795;0.087044;0.086210;0.086808;0.086342;0.086998;0.086787;0.086827;0.086571;0.086532;0.086833;0.086832;0.086909;0.086877;0.087080;0.087299;0.087080;0.086881;0.087043;0.087170;0.087194;0.086771;0.086897;0.087008;0.087212;0.086850;0.086995;0.087040;0.087384;0.086905;0.087469;0.087177;0.087126;0.087330;0.087464;0.087370;0.087600;0.086911;0.087161;0.087295;0.087147;0.087681;0.087508;0.087400;0.087243;0.087621;0.087634;0.087399;0.087605;0.087678;0.087754;0.087899;0.087866;0.087983;0.088197;0.087780;0.087362;0.087696;0.087926;0.087460;0.087834;0.087689;0.087735;0.088021;0.087352;0.087644;0.088211;0.088419;0.087604;0.088309;0.088038;0.088039;0.088112;0.088233;0.088140;0.088283;0.087752;0.088133;0.088382;0.088133;0.088204;0.088017;0.088482;0.088395;0.088375;0.088317;0.088612;0.088598;0.088420;0.088376;0.088455;0.088483;0.088646;0.088215;0.088491;0.088340;0.088615;0.088980;0.088836;0.088934;0.088564;0.088564;0.089027;0.088891;0.089103
300.500000;0.361497;0.353942;0.345331;0.336995;0.328598;0.319330;0.310110;0.301448;0.292189;0.283630;0.276206;0.267469;0.259849;0.252473;0.245770;0.238904;0.232407;0.226294;0.220054;0.214460;0.209610;0.204456;0.198946;0.195274;0.190757;0.187034;0.182469;0.178417;0.175050;0.171947;0.168243;0.165181;0.162236;0.159534;0.156267;0.153809;0.151808;0.149069;0.147383;0.144938;0.143194;0.141051;0.138811;0.137501;0.135323;0.134018;0.132366;0.130765;0.129175;0.127701;0.126447;0.125144;0.123751;0.122748;0.121508;0.120277;0.119032;0.118232;0.117497;0.116089;0.115358;0.114349;0.113923;0.112881;0.112143;0.111530;0.110700;0.109489;0.109231;0.108631;0.107627;0.107619;0.106677;0.106437;0.105666;0.105449;0.105017;0.103989;0.103786;0.103542;0.102869;0.102467;0.102097;0.101892;0.101356;0.100627;0.100081;0.100288;0.099847;0.099395;0.098908;0.098624;0.098112;0.098108;0.097454;0.097658;0.097562;0.097173;0.097184;0.096429;0.096222;0.095721;0.095674;0.095394;0.095092;0.095070;0.095565;0.094178;0.094230;0.094128;0.094350;0.093689;0.094156;0.093630;0.093563;0.092990;0.093045;0.093030;0.093104;0.092990;0.091949;0.092069;0.091818;0.091581;0.092064;0.091445;0.091665;0.091537;0.091170;0.091426;0.090884;0.091161;0.090841;0.090776;0.090536;0.090882;0.090619;0.090292;0.090556;0.090229;0.090473;0.089934;0.090300;0.089744;0.090028;0.089742;0.090062;0.089773;0.089716;0.089415;0.089808;0.089505;0.089224;0.089162;0.089115;0.089150;0.088801;0.089271;0.089152;0.088957;0.089234;0.088826;0.088829;0.088896;0.088787;0.088610;0.088710;0.088714;0.088340;0.089110;0.088690;0.088382;0.088745;0.088960;0.088840;0.088940;0.088398;0.088075;0.088393;0.088719;0.088380;0.088521;0.087610;0.088533;0.088193;0.088084;0.087929;0.087751;0.088038;0.087865;0.088240;0.088125;0.088192;0.088233;0.088068;0.088254;0.088710;0.088479;0.088419;0.088137;0.088195;0.087974;0.087806;0.087715;0.088165;0.088069;0.087976;0.088117;0.087965;0.088178;0.087818;0.088045;0.088116;0.088279;0.088310;0.088166;0.087806;0.088036;0.087754;0.088328;0.087700;0.088034;0.088121;0.087998;0.087926;0.088501;0.088268;0.088490;0.088276;0.087856;0.087963;0.088258;0.088389;0.088071;0.088117;0.087804;0.088395;0.088205;0.088332;0.088251;0.088581;0.088360;0.088370;0.088194;0.088362;0.088143;0.088243;0.088492;0.088149;0.088411;0.088239;0.087532;0.088461;0.087822;0.088045;0.088063;0.088296;0.088388;0.088005;0.088413;0.088272;0.088339;0.088160;0.088440;0.088275;0.088035;0.088304;0.088346;0.088583;0.088629;0.088839;0.088924;0.088678;0.088453;0.088894;0.088608;0.088702;0.088543;0.088393;0.088475;0.088736;0.088431;0.088589;0.088785;0.089047;0.088604;0.088749;0.088901;0.088906;0.088599;0.089096;0.089165;0.089223;0.088785;0.088805;0.088928;0.088698;0.089168;0.088964;0.088884;0.089097;0.089276;0.088937;0.089062;0.089113;0.089244;0.089619;0.089530;0.089432;0.089256;0.089659;0.089695;0.089092;0.089445;0.089531;0.089057;0.089584;0.089274;0.089283;0.089867;0.089139;0.089656;0.089811;0.090060;0.089388;0.089852;0.089683;0.089707;0.089836;0.089691;0.090105;0.089772;0.089392;0.089834;0.089758;0.090058;0.089862;0.089487;0.089890;0.089938;0.089861;0.090027;0.089960;0.090001;0.090066;0.089863;0.090128;0.090206;0.090323;0.090025;0.090317;0.089950;0.090037;0.090654;0.090275;0.090400;0.090022;0.090242;0.090367;0.090535;0.090332
301.000000;0.365846;0.357829;0.349639;0.340585;0.331929;0.323380;0.314225;0.304983;0.295606;0.287228;0.279031;0.270838;0.263598;0.255977;0.248807;0.242141;0.235061;0.228824;0.222929;0.216884;0.211999;0.207075;0.201552;0.198194;0.193165;0.189556;0.185309;0.181386;0.177447;0.174268;0.170589;0.167435;0.164625;0.161934;0.158704;0.156355;0.154030;0.151674;0.149605;0.147127;0.145281;0.143632;0.141220;0.139588;0.137313;0.135907;0.134568;0.132789;0.130910;0.129909;0.128652;0.127126;0.125610;0.124546;0.123819;0.122177;0.120936;0.120208;0.119455;0.118344;0.117654;0.116202;0.115887;0.114682;0.114208;0.113626;0.112616;0.111643;0.110884;0.110636;0.109879;0.109366;0.108898;0.108391;0.107710;0.107493;0.107145;0.106162;0.105407;0.105437;0.104698;0.104099;0.103851;0.103411;0.103380;0.102422;0.101845;0.102203;0.101648;0.101260;0.100640;0.100387;0.099831;0.100080;0.099032;0.099278;0.099240;0.098707;0.099091;0.098222;0.098004;0.097517;0.097708;0.096865;0.097052;0.097057;0.097324;0.095830;0.095911;0.095890;0.096193;0.095266;0.095733;0.095514;0.095171;0.094809;0.094697;0.094840;0.094804;0.094700;0.093996;0.094222;0.093475;0.093481;0.093776;0.093583;0.093268;0.093384;0.092977;0.093115;0.092536;0.093064;0.092446;0.092639;0.092456;0.092290;0.092708;0.092051;0.092189;0.091939;0.092072;0.092019;0.092084;0.091388;0.091803;0.091494;0.091512;0.091750;0.091498;0.090738;0.091683;0.091492;0.091054;0.091085;0.091069;0.090798;0.090829;0.090885;0.090708;0.090810;0.090992;0.090692;0.090406;0.090492;0.090605;0.090734;0.090530;0.090413;0.090189;0.090478;0.090267;0.089867;0.090563;0.090627;0.090467;0.090382;0.090310;0.089902;0.089983;0.090509;0.089812;0.090304;0.089435;0.089940;0.089898;0.089642;0.089507;0.089717;0.090101;0.089843;0.089780;0.090185;0.089743;0.090107;0.089630;0.089968;0.090312;0.090009;0.090062;0.090056;0.089752;0.089475;0.089472;0.089745;0.089871;0.089787;0.089869;0.089942;0.089660;0.089944;0.089651;0.090124;0.089884;0.089828;0.089845;0.089551;0.089550;0.089723;0.089506;0.090124;0.089385;0.089596;0.090095;0.089433;0.089408;0.089889;0.089865;0.089953;0.089782;0.089799;0.089905;0.090047;0.089888;0.089830;0.089877;0.089579;0.089905;0.090216;0.090279;0.090109;0.090154;0.089924;0.090079;0.090019;0.089796;0.089625;0.089872;0.090043;0.089772;0.090080;0.090014;0.089349;0.090331;0.089927;0.089687;0.089921;0.089896;0.089629;0.090006;0.089969;0.090165;0.089723;0.089758;0.090011;0.090153;0.089763;0.089823;0.090045;0.090279;0.090343;0.090660;0.090377;0.090386;0.090144;0.090784;0.090254;0.090292;0.090344;0.089978;0.090016;0.090216;0.090149;0.090306;0.090777;0.090939;0.090570;0.090164;0.090660;0.090631;0.090105;0.090713;0.090862;0.090842;0.090587;0.090402;0.090587;0.090436;0.090699;0.090624;0.090608;0.090932;0.090947;0.090277;0.090846;0.090677;0.090819;0.091288;0.090970;0.091051;0.090655;0.091063;0.091541;0.091064;0.091327;0.091306;0.090810;0.091546;0.090855;0.090834;0.091760;0.091255;0.091715;0.091375;0.091618;0.091308;0.091397;0.091488;0.091427;0.091686;0.091241;0.092252;0.091300;0.091181;0.091503;0.091166;0.091899;0.091705;0.091253;0.091403;0.091502;0.091309;0.091938;0.091331;0.091322;0.091686;0.091472;0.091903;0.091874;0.091954;0.091930;0.092193;0.091604;0.091503;0.092201;0.091754;0.091939;0.091503;0.092073;0.091632;0.092348;0.091586
301.500000;0.370365;0.362281;0.353809;0.344875;0.335843;0.327304;0.317530;0.308144;0.299344;0.290856;0.282259;0.274513;0.266992;0.259243;0.251895;0.245528;0.238761;0.232081;0.226253;0.219923;0.214692;0.209616;0.204678;0.200833;0.195721;0.191872;0.187919;0.183811;0.180348;0.177110;0.173198;0.170042;0.166997;0.164328;0.161149;0.158491;0.156622;0.154148;0.151698;0.149443;0.147325;0.145659;0.143147;0.141646;0.139817;0.137760;0.136571;0.135069;0.133132;0.131589;0.130617;0.129531;0.127866;0.126563;0.125625;0.123988;0.122865;0.122182;0.121414;0.120519;0.119558;0.118515;0.117901;0.116879;0.116283;0.115295;0.114277;0.113859;0.113007;0.112772;0.111801;0.111290;0.110568;0.110011;0.110174;0.109249;0.108690;0.108482;0.107473;0.107525;0.106468;0.106069;0.105932;0.105328;0.105147;0.104408;0.103764;0.103883;0.103346;0.103367;0.102766;0.102505;0.101824;0.101627;0.101277;0.101227;0.101259;0.100731;0.100856;0.099989;0.100190;0.099607;0.099602;0.098633;0.098883;0.099034;0.098668;0.097815;0.097810;0.097702;0.097544;0.097363;0.097389;0.097217;0.096874;0.096745;0.096619;0.096498;0.096741;0.096636;0.095794;0.095778;0.095621;0.095573;0.095536;0.095361;0.094929;0.095131;0.095088;0.095094;0.094629;0.095149;0.094395;0.094503;0.094404;0.094109;0.094573;0.093867;0.093904;0.093520;0.093398;0.093783;0.093593;0.093349;0.093587;0.093382;0.093629;0.093651;0.093487;0.092820;0.093521;0.093700;0.092741;0.092970;0.093067;0.092460;0.093075;0.092700;0.092817;0.092600;0.092740;0.092649;0.092156;0.092315;0.092493;0.092491;0.092676;0.092218;0.092017;0.092114;0.092191;0.091672;0.092443;0.092082;0.092146;0.092159;0.091964;0.091784;0.092051;0.092016;0.091893;0.091894;0.091567;0.091544;0.091793;0.091445;0.091566;0.091509;0.091516;0.091657;0.091418;0.091659;0.091458;0.091881;0.091688;0.092092;0.091710;0.091688;0.091992;0.092130;0.091129;0.091261;0.091651;0.091678;0.091567;0.091407;0.091340;0.091823;0.091222;0.091928;0.091435;0.091621;0.091925;0.091610;0.091534;0.091228;0.091522;0.091328;0.091370;0.091858;0.091382;0.091252;0.092038;0.091256;0.091120;0.091833;0.091500;0.091860;0.091476;0.091574;0.091735;0.091383;0.091684;0.091453;0.091672;0.091153;0.091598;0.092027;0.091586;0.091973;0.091796;0.091486;0.091788;0.091738;0.091377;0.091615;0.091678;0.091473;0.091679;0.091832;0.091589;0.091406;0.092014;0.091661;0.091542;0.091724;0.091851;0.091344;0.091754;0.091651;0.091826;0.091620;0.091864;0.091695;0.092075;0.091954;0.091525;0.092040;0.091807;0.091935;0.092283;0.092007;0.092008;0.091984;0.092381;0.092285;0.092333;0.091904;0.091937;0.091879;0.091948;0.092095;0.092006;0.092692;0.092824;0.092516;0.092266;0.092359;0.092137;0.092214;0.092305;0.092512;0.092564;0.091967;0.092031;0.092076;0.092289;0.092598;0.092596;0.092685;0.092634;0.092651;0.092127;0.092533;0.092479;0.092525;0.092656;0.092365;0.092819;0.092576;0.092783;0.092879;0.092876;0.093046;0.093098;0.092711;0.093542;0.092388;0.092427;0.093379;0.093075;0.093058;0.092954;0.093033;0.093093;0.093051;0.093151;0.093188;0.093625;0.093220;0.094042;0.093176;0.092958;0.093112;0.092896;0.093411;0.093592;0.093349;0.093281;0.093152;0.092944;0.093934;0.093022;0.092800;0.093272;0.093475;0.093562;0.093420;0.093408;0.093664;0.093728;0.093151;0.093326;0.093682;0.093635;0.093691;0.093316;0.093829;0.093158;0.094240;0.093625
302.000000;0.374524;0.366472;0.358082;0.348948;0.339581;0.330803;0.320886;0.311580;0.303013;0.294438;0.285919;0.277902;0.270233;0.262592;0.255147;0.248715;0.242111;0.235195;0.229450;0.223004;0.217664;0.212219;0.207805;0.203338;0.198297;0.194579;0.190416;0.186191;0.183046;0.179799;0.175630;0.172693;0.169421;0.166652;0.163506;0.160849;0.159130;0.156420;0.153870;0.151872;0.149447;0.147742;0.145409;0.144069;0.142042;0.140059;0.138797;0.137302;0.135653;0.133724;0.132742;0.131780;0.130283;0.129064;0.127667;0.126128;0.125075;0.124418;0.123410;0.122575;0.121285;0.120579;0.119958;0.119224;0.118054;0.117077;0.116309;0.115879;0.115327;0.114768;0.113775;0.113344;0.112413;0.111738;0.112397;0.111126;0.110378;0.110482;0.109612;0.109728;0.108447;0.108254;0.107962;0.107426;0.106983;0.106396;0.105758;0.105641;0.105181;0.105264;0.104919;0.104597;0.103989;0.103280;0.103550;0.103278;0.103212;0.102795;0.102723;0.101938;0.102382;0.101662;0.101366;0.100828;0.100823;0.100931;0.100350;0.099885;0.099854;0.099727;0.099142;0.099477;0.099193;0.098974;0.098739;0.098618;0.098604;0.098333;0.098688;0.098632;0.097636;0.097407;0.097577;0.097437;0.097401;0.097003;0.097020;0.096916;0.097206;0.097071;0.096647;0.096991;0.096451;0.096332;0.096231;0.096062;0.096424;0.095867;0.095946;0.095187;0.095180;0.095473;0.095333;0.095477;0.095411;0.095140;0.095655;0.095442;0.095326;0.095203;0.095297;0.095442;0.094583;0.094717;0.094858;0.094444;0.095126;0.094698;0.094704;0.094425;0.094535;0.094370;0.094022;0.094158;0.094356;0.094264;0.094669;0.093943;0.094055;0.094005;0.094062;0.093735;0.094239;0.093795;0.094035;0.094068;0.093691;0.093672;0.094016;0.093646;0.094118;0.093605;0.093519;0.093493;0.093675;0.093392;0.093515;0.093265;0.093170;0.093395;0.093375;0.093281;0.093290;0.093536;0.093724;0.094047;0.093536;0.093528;0.093990;0.093981;0.092972;0.093073;0.093676;0.093358;0.093380;0.093169;0.093045;0.093711;0.093057;0.093791;0.093157;0.093318;0.093986;0.093388;0.093345;0.093013;0.093553;0.093126;0.093260;0.093529;0.093158;0.093161;0.093769;0.093181;0.093227;0.093808;0.093425;0.093766;0.093271;0.093194;0.093243;0.093184;0.093551;0.093163;0.093345;0.093005;0.093664;0.093683;0.093127;0.093777;0.093610;0.093344;0.093516;0.093678;0.093301;0.093610;0.093444;0.093207;0.093608;0.093436;0.093346;0.093389;0.093655;0.093415;0.093575;0.093567;0.093868;0.093365;0.093590;0.093528;0.093532;0.093549;0.093727;0.093480;0.093810;0.093996;0.093527;0.094176;0.093461;0.093680;0.093811;0.093881;0.093756;0.093926;0.093990;0.093912;0.094192;0.093792;0.093983;0.093742;0.093855;0.093877;0.093894;0.094454;0.094611;0.094368;0.094339;0.093982;0.093894;0.094371;0.094166;0.094351;0.094329;0.093684;0.093925;0.093786;0.094110;0.094532;0.094430;0.094680;0.094075;0.094336;0.094271;0.094327;0.094329;0.094419;0.094247;0.094216;0.094455;0.094525;0.094660;0.094440;0.094563;0.094800;0.094683;0.094576;0.095377;0.094276;0.094460;0.095005;0.094756;0.094536;0.094571;0.094746;0.095026;0.094902;0.094964;0.094939;0.095295;0.095329;0.095527;0.094988;0.094632;0.094922;0.095061;0.095061;0.095228;0.095293;0.095266;0.094882;0.094930;0.095764;0.094842;0.094540;0.095322;0.095389;0.095285;0.095180;0.095017;0.095373;0.095359;0.095001;0.095280;0.095380;0.095650;0.095580;0.095300;0.095691;0.095201;0.095985;0.095757
302.500000;0.378260;0.370061;0.362398;0.352434;0.342913;0.334073;0.324741;0.315370;0.306504;0.297962;0.289688;0.280727;0.273423;0.266037;0.258527;0.251550;0.244525;0.237787;0.232307;0.225802;0.220823;0.215033;0.210611;0.205972;0.200916;0.197659;0.192978;0.188871;0.185402;0.182082;0.177854;0.175200;0.171929;0.168947;0.165831;0.163647;0.161308;0.158622;0.156217;0.154320;0.151878;0.150214;0.148211;0.146795;0.143839;0.142762;0.141319;0.139375;0.138140;0.136509;0.135090;0.133707;0.132608;0.131783;0.130186;0.128640;0.127543;0.126821;0.125499;0.124635;0.123171;0.122263;0.122016;0.121387;0.119672;0.119261;0.118775;0.117775;0.117520;0.116631;0.116005;0.115429;0.114744;0.113872;0.114144;0.113296;0.112554;0.112155;0.111614;0.111885;0.110726;0.110426;0.109810;0.109517;0.109054;0.108329;0.107792;0.107694;0.107201;0.106953;0.106881;0.106553;0.106087;0.105324;0.105519;0.105238;0.104972;0.104675;0.104773;0.104101;0.104343;0.103596;0.103176;0.103241;0.102978;0.102820;0.102642;0.101915;0.101943;0.101939;0.101372;0.101325;0.101120;0.100866;0.100732;0.100415;0.100563;0.100474;0.100529;0.100568;0.099658;0.099474;0.099173;0.099092;0.099419;0.098860;0.099472;0.098833;0.099103;0.098912;0.098385;0.098608;0.098431;0.098175;0.097986;0.098015;0.098391;0.097953;0.098206;0.097150;0.097597;0.097382;0.097500;0.097587;0.097337;0.096817;0.097297;0.097221;0.097021;0.097334;0.097123;0.096749;0.096710;0.096460;0.096486;0.096720;0.096885;0.096757;0.096199;0.096362;0.096370;0.095972;0.095904;0.095963;0.096204;0.096275;0.096374;0.095647;0.096244;0.096025;0.095710;0.095902;0.095979;0.095928;0.096104;0.095969;0.095643;0.095599;0.095709;0.095639;0.096100;0.095619;0.095230;0.095713;0.095504;0.095399;0.095227;0.095163;0.095408;0.095186;0.095542;0.095387;0.095181;0.095248;0.095541;0.095659;0.095846;0.095533;0.095893;0.095589;0.095377;0.094911;0.095321;0.094919;0.095383;0.095197;0.095245;0.095532;0.095311;0.095481;0.094954;0.095523;0.095871;0.095136;0.095214;0.094814;0.095492;0.095189;0.095125;0.095277;0.094735;0.095273;0.095400;0.095084;0.095554;0.095506;0.095588;0.095450;0.095105;0.094883;0.094697;0.095670;0.095405;0.095081;0.094990;0.095259;0.095902;0.095372;0.095321;0.095526;0.095596;0.095473;0.095335;0.095866;0.095462;0.095365;0.095157;0.095346;0.095432;0.094975;0.095449;0.095142;0.095450;0.095429;0.095620;0.095501;0.095786;0.095435;0.095668;0.095532;0.095540;0.095270;0.095243;0.095344;0.095426;0.095673;0.095708;0.096194;0.095403;0.095728;0.095472;0.095940;0.095723;0.095904;0.095808;0.095169;0.095718;0.096061;0.095847;0.095502;0.095789;0.095480;0.095982;0.096130;0.096284;0.096117;0.095989;0.095695;0.096044;0.096304;0.096331;0.096398;0.096152;0.095922;0.096066;0.095834;0.095924;0.096313;0.096045;0.096390;0.095564;0.096070;0.096412;0.096295;0.096139;0.096422;0.096311;0.096554;0.096051;0.096297;0.096542;0.096551;0.096308;0.096730;0.096241;0.096369;0.096990;0.096555;0.096853;0.096828;0.096547;0.096619;0.096362;0.096859;0.097093;0.096882;0.096994;0.096713;0.096784;0.097274;0.097008;0.096641;0.096308;0.097001;0.097382;0.097032;0.096714;0.097000;0.097187;0.096784;0.097105;0.097419;0.096717;0.096565;0.097794;0.097014;0.097169;0.097222;0.096997;0.097227;0.097340;0.097216;0.097181;0.097373;0.097584;0.097503;0.097292;0.097642;0.097553;0.097590;0.097552
