"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","wavelength"
"41",0.323269,0.276511,0.254381,0.242482,0.235437,0.228651,0.222655,0.218538,0.215202,0.212686,0.211121,0.209692,0.208356,0.207527,0.20723,0.206273,0.206104,0.205767,0.205726,0.206073,0.205856,0.205587,0.205891,0.205799,0.20602,0.206359,0.206369,0.206277,0.20692,0.207011,0.207413,320
