"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","wavelength"
"121",0.12109,0.167942,0.191757,0.205648,0.212779,0.219278,0.225315,0.228474,0.231854,0.234005,0.235137,0.236117,0.238342,0.237802,0.239822,0.239507,0.240597,0.240452,0.240422,0.240379,0.240225,0.241179,0.241568,0.241678,0.241287,0.241286,0.241661,0.241392,0.240981,0.241302,0.240852,360
