K1,0.24,-2.21483
K1,0.24,-2.19188
K1,0.24,-2.16892
K1,0.25,-2.15745
K1,0.25,-2.20335
K1,0.25,-2.21483
K1,0.25,-2.21483
K1,0.25,-2.23778
K1,0.25,-2.2263
K1,0.26,-2.16892
K1,0.26,-2.1804
K1,0.26,-2.14597
K1,0.26,-2.06564
K1,0.26,-2.00826
K1,0.26,-1.92793
K1,0.27,-1.88203
K1,0.27,-1.91646
K1,0.27,-2.00826
K1,0.27,-2.04269
K1,0.27,-2.03121
K1,0.27,-1.98531
K1,0.28,-1.93941
K1,0.28,-1.91646
K1,0.28,-1.8935
K1,0.28,-1.88203
K1,0.28,-1.82465
K1,0.28,-1.74432
K1,0.29,-1.74432
K1,0.29,-1.77875
K1,0.29,-1.8017
K1,0.29,-1.8476
K1,0.29,-1.95088
K1,0.29,-1.97384
K1,0.3,-1.97384
K1,0.3,-1.98531
K1,0.3,-1.96236
K1,0.3,-1.93941
K1,0.3,-1.92793
K1,0.3,-1.91646
K1,0.31,-1.98531
K1,0.31,-2.08859
K1,0.31,-2.06564
K1,0.31,-2.00826
K1,0.31,-1.97384
K1,0.31,-2.05417
K1,0.32,-2.12302
K1,0.32,-2.07712
K1,0.32,-2.05417
K1,0.32,-2.06564
K1,0.32,-2.1345
K1,0.32,-2.15745
K1,0.33,-2.1345
K1,0.33,-2.16892
K1,0.33,-2.27221
K1,0.33,-2.34106
K1,0.33,-2.34106
K1,0.33,-2.35254
K1,0.34,-2.39844
K1,0.34,-2.43287
K1,0.34,-2.44434
K1,0.34,-2.43287
K1,0.34,-2.40992
K1,0.34,-2.32958
K1,0.35,-2.28368
K1,0.35,-2.23778
K1,0.35,-2.19188
K1,0.35,-2.19188
K1,0.35,-2.15745
K1,0.35,-2.14597
K1,0.36,-2.15745
K1,0.36,-2.14597
K1,0.36,-2.1345
K1,0.36,-2.14597
K1,0.36,-2.15745
K1,0.36,-2.15745
K1,0.37,-2.19188
K1,0.37,-2.24925
K1,0.37,-2.24925
K1,0.37,-2.21483
K1,0.37,-2.28368
K1,0.37,-2.34106
K1,0.38,-2.39844
K1,0.38,-2.47877
K1,0.38,-2.5591
K1,0.38,-2.605
K1,0.38,-2.69681
K1,0.38,-2.76566
K1,0.39,-2.74271
K1,0.39,-2.74271
K1,0.39,-2.75419
K1,0.39,-2.69681
K1,0.39,-2.62796
K1,0.39,-2.53615
K1,0.4,-2.46729
K1,0.4,-2.42139
K1,0.4,-2.42139
K1,0.4,-2.47877
K1,0.4,-2.50172
K1,0.4,-2.57058
K1,0.41,-2.65091
K1,0.41,-2.66238
K1,0.41,-2.69681
K1,0.41,-2.75419
K1,0.41,-2.80009
K1,0.41,-2.83452
K1,0.42,-2.86895
K1,0.42,-2.83452
K1,0.42,-2.76566
K1,0.42,-2.76566
K1,0.42,-2.70829
K1,0.42,-2.66238
K1,0.43,-2.73124
K1,0.43,-2.83452
K1,0.43,-2.90337
K1,0.43,-3.00666
K1,0.43,-3.09846
K1,0.43,-3.15584
K1,0.44,-3.19027
K1,0.44,-3.21322
K1,0.44,-3.2247
K1,0.44,-3.20174
K1,0.44,-3.21322
K1,0.44,-3.25912
K1,0.45,-3.28207
K1,0.45,-3.29355
K1,0.45,-3.29355
K1,0.45,-3.29355
K1,0.45,-3.30503
K1,0.45,-3.32798
K1,0.46,-3.29355
K1,0.46,-3.24765
K1,0.46,-3.25912
K1,0.46,-3.24765
K1,0.46,-3.17879
K1,0.46,-3.12141
K1,0.46,-3.08699
K1,0.47,-3.04108
K1,0.47,-3.06403
K1,0.47,-3.13289
K1,0.47,-3.17879
K1,0.47,-3.23617
K1,0.48,-3.25912
K1,0.48,-3.19027
K1,0.48,-3.15584
K1,0.48,-3.17879
K1,0.48,-3.20174
K1,0.48,-3.19027
K1,0.49,-3.12141
K1,0.49,-3.13289
K1,0.49,-3.13289
K1,0.49,-3.09846
K1,0.49,-3.07551
K1,0.49,-3.08699
K1,0.5,-3.12141
K1,0.5,-3.20174
K1,0.5,-3.25912
K1,0.5,-3.29355
K1,0.5,-3.33945
K1,0.5,-3.43126
K1,0.51,-3.48864
K1,0.51,-3.51159
K1,0.51,-3.56897
K1,0.51,-3.6034
K1,0.51,-3.58045
K1,0.51,-3.59192
K1,0.52,-3.55749
K1,0.52,-3.52307
K1,0.52,-3.55749
K1,0.52,-3.56897
K1,0.52,-3.62635
K1,0.52,-3.67225
K1,0.52,-3.68373
K1,0.53,-3.70668
K1,0.53,-3.67225
K1,0.53,-3.6034
K1,0.53,-3.55749
K1,0.53,-3.59192
K1,0.54,-3.6034
K1,0.54,-3.56897
K1,0.54,-3.54602
K1,0.54,-3.54602
K1,0.54,-3.53454
K1,0.54,-3.48864
K1,0.55,-3.39683
K1,0.55,-3.29355
K1,0.55,-3.2247
K1,0.55,-3.16732
K1,0.55,-3.12141
K1,0.55,-3.05256
K1,0.55,-3.06403
K1,0.56,-3.15584
K1,0.56,-3.20174
K1,0.56,-3.3165
K1,0.56,-3.39683
K1,0.56,-3.46569
K1,0.57,-3.47716
K1,0.57,-3.36241
K1,0.57,-3.13289
K1,0.57,-2.81157
K1,0.57,-2.5591
K1,0.57,-2.27221
K1,0.58,-1.91646
K1,0.58,-1.68694
K1,0.58,-1.54923
K1,0.58,-1.49185
K1,0.58,-1.53776
K1,0.58,-1.5148
K1,0.59,-1.53776
K1,0.59,-1.52628
K1,0.59,-1.5148
K1,0.59,-1.52628
K1,0.59,-1.56071
K1,0.59,-1.61809
K1,0.6,-1.58366
K1,0.6,-1.5148
K1,0.6,-1.4689
K1,0.6,-1.44595
K1,0.6,-1.40005
K1,0.6,-1.35414
K1,0.6,-1.29676
K1,0.61,-1.21643
K1,0.61,-1.1361
K1,0.61,-1.11315
K1,0.61,-1.06725
K1,0.61,-1.00987
K1,0.62,-0.94101
K1,0.62,-0.84921
K1,0.62,-0.7574
K1,0.62,-0.70002
K1,0.62,-0.7115
K1,0.62,-0.72297
K1,0.63,-0.73445
K1,0.63,-0.78035
K1,0.63,-0.74593
K1,0.63,-0.67707
K1,0.63,-0.63117
K1,0.63,-0.60822
K1,0.64,-0.57379
K1,0.64,-0.58527
K1,0.64,-0.60822
K1,0.64,-0.60822
K1,0.64,-0.60822
K1,0.64,-0.56231
K1,0.65,-0.47051
K1,0.65,-0.45903
K1,0.65,-0.48198
K1,0.65,-0.50493
K1,0.65,-0.49346
K1,0.65,-0.45903
K1,0.66,-0.43608
K1,0.66,-0.4246
K1,0.66,-0.41313
K1,0.66,-0.45903
K1,0.66,-0.49346
K1,0.66,-0.49346
K1,0.67,-0.45903
K1,0.67,-0.4246
K1,0.67,-0.39018
K1,0.67,-0.35575
K1,0.67,-0.28689
K1,0.67,-0.19509
K1,0.68,-0.12623
K1,0.68,-0.09181
K1,0.68,-0.05738
K1,0.68,-0.02295
K1,0.68,0
K1,0.68,0.01148
K1,0.69,-0.01148
K1,0.69,-0.03443
K1,0.69,-0.03443
K1,0.69,-0.0459
K1,0.69,-0.08033
K1,0.69,-0.10328
K1,0.7,-0.12623
K1,0.7,-0.13771
K1,0.7,-0.19509
K1,0.7,-0.22952
K1,0.7,-0.18361
K1,0.7,-0.12623
K1,0.71,-0.09181
K1,0.71,-0.09181
K1,0.71,-0.11476
K1,0.71,-0.16066
K1,0.71,-0.19509
K1,0.71,-0.21804
K1,0.72,-0.21804
K1,0.72,-0.20656
K1,0.72,-0.21804
K1,0.72,-0.28689
K1,0.72,-0.35575
K1,0.72,-0.39018
K1,0.73,-0.3328
K1,0.73,-0.25247
K1,0.73,-0.22952
K1,0.73,-0.21804
K1,0.73,-0.17214
K1,0.73,-0.18361
K1,0.74,-0.22952
K1,0.74,-0.3787
K1,0.74,-0.58527
K1,0.74,-0.87216
K1,0.74,-1.1361
K1,0.74,-1.36562
K1,0.75,-1.61809
K1,0.75,-1.8476
K1,0.75,-1.98531
K1,0.75,-2.03121
K1,0.75,-1.99679
K1,0.75,-1.96236
K1,0.76,-1.93941
K1,0.76,-1.91646
K1,0.76,-1.93941
K1,0.76,-1.96236
K1,0.76,-1.97384
K1,0.76,-2.06564
K1,0.77,-2.15745
K1,0.77,-2.19188
K1,0.77,-2.20335
K1,0.77,-2.21483
K1,0.77,-2.28368
K1,0.77,-2.38696
K1,0.78,-2.49025
K1,0.78,-2.59353
K1,0.78,-2.66238
K1,0.78,-2.69681
K1,0.78,-2.74271
K1,0.78,-2.81157
K1,0.79,-2.8919
K1,0.79,-2.94928
K1,0.79,-3.02961
K1,0.79,-3.09846
K1,0.79,-3.12141
K1,0.79,-3.13289
K1,0.8,-3.15584
K1,0.8,-3.14437
K1,0.8,-3.10994
K1,0.8,-3.17879
K1,0.8,-3.35093
K1,0.8,-3.51159
K1,0.8,-3.59192
K1,0.81,-3.62635
K1,0.81,-3.67225
K1,0.81,-3.68373
K1,0.81,-3.67225
K1,0.81,-3.66078
K1,0.82,-3.67225
K1,0.82,-3.68373
K1,0.82,-3.68373
K1,0.82,-3.68373
K1,0.82,-3.67225
K1,0.82,-3.70668
K1,0.83,-3.75258
K1,0.83,-3.75258
K1,0.83,-3.75258
K1,0.83,-3.78701
K1,0.83,-3.79849
K1,0.83,-3.78701
K1,0.84,-3.78701
K1,0.84,-3.78701
K1,0.84,-3.82144
K1,0.84,-3.83291
K1,0.84,-3.87882
K1,0.84,-4.00505
K1,0.85,-4.08538
K1,0.85,-4.10833
K1,0.85,-4.11981
K1,0.85,-4.11981
K1,0.85,-4.15423
K1,0.85,-4.16571
K1,0.86,-4.15423
K1,0.86,-4.15423
K1,0.86,-4.22309
K1,0.86,-4.22309
K1,0.86,-4.21161
K1,0.86,-4.17719
K1,0.87,-4.08538
K1,0.87,-3.97062
K1,0.87,-3.87882
K1,0.87,-3.82144
K1,0.87,-3.85586
K1,0.87,-3.91324
K1,0.88,-3.90177
K1,0.88,-3.86734
K1,0.88,-3.83291
K1,0.88,-3.85586
K1,0.88,-3.93619
K1,0.88,-3.97062
K1,0.89,-4.01653
K1,0.89,-4.13128
K1,0.89,-4.20014
K1,0.89,-4.20014
K1,0.89,-4.15423
K1,0.89,-4.14276
K1,0.9,-4.16571
K1,0.9,-4.18866
K1,0.9,-4.21161
K1,0.9,-4.21161
K1,0.9,-4.20014
K1,0.9,-4.18866
K1,0.91,-4.21161
K1,0.91,-4.22309
K1,0.91,-4.21161
K1,0.91,-4.23457
K1,0.91,-4.25752
K1,0.91,-4.30342
K1,0.92,-4.41818
K1,0.92,-4.53294
K1,0.92,-4.57884
K1,0.92,-4.55589
K1,0.92,-4.60179
K1,0.92,-4.60179
K1,0.93,-4.57884
K1,0.93,-4.60179
K1,0.93,-4.59031
K1,0.93,-4.61327
K1,0.93,-4.59031
K1,0.93,-4.54441
K1,0.94,-4.42965
K1,0.94,-4.38375
K1,0.94,-4.34932
K1,0.94,-4.3149
K1,0.94,-4.26899
K1,0.94,-4.20014
K1,0.95,-4.13128
K1,0.95,-4.0739
K1,0.95,-4.08538
K1,0.95,-4.10833
K1,0.95,-4.11981
K1,0.95,-4.09686
K1,0.96,-4.0739
K1,0.96,-4.0739
K1,0.96,-4.14276
K1,0.96,-4.23457
K1,0.96,-4.29194
K1,0.96,-4.3149
K1,0.97,-4.29194
K1,0.97,-4.33785
K1,0.97,-4.39523
K1,0.97,-4.4067
K1,0.97,-4.38375
K1,0.97,-4.34932
K1,0.98,-4.29194
K1,0.98,-4.30342
K1,0.98,-4.32637
K1,0.98,-4.28047
K1,0.98,-4.21161
K1,0.98,-4.18866
K1,0.99,-4.18866
K1,0.99,-4.17719
K1,0.99,-4.15423
K1,0.99,-4.11981
K1,0.99,-4.11981
K1,0.99,-4.08538
K1,1,-4.08538
K1,1,-4.14276
K1,1,-4.23457
K1,1,-4.28047
K1,1,-4.30342
K1,1,-4.29194
K1,1,-4.28047
K1,1.01,-4.25752
K1,1.01,-4.20014
K1,1.01,-4.10833
K1,1.01,-4.09686
K1,1.01,-4.08538
K1,1.02,-4.05095
K1,1.02,-4.028
K1,1.02,-4.01653
K1,1.02,-3.99357
K1,1.02,-4.01653
K1,1.02,-4.08538
K1,1.02,-4.16571
K1,1.03,-4.20014
K1,1.03,-4.22309
K1,1.03,-4.28047
K1,1.03,-4.26899
K1,1.03,-4.23457
K1,1.03,-4.26899
K1,1.04,-4.33785
K1,1.04,-4.37227
K1,1.04,-4.38375
K1,1.04,-4.3608
K1,1.04,-4.32637
K1,1.05,-4.38375
K1,1.05,-4.45261
K1,1.05,-4.48703
K1,1.05,-4.47556
K1,1.05,-4.39523
K1,1.05,-4.30342
K1,1.06,-4.22309
K1,1.06,-4.15423
K1,1.06,-4.15423
K1,1.06,-4.11981
K1,1.06,-4.08538
K1,1.06,-4.09686
K1,1.07,-4.11981
K1,1.07,-4.18866
K1,1.07,-4.24604
K1,1.07,-4.16571
K1,1.07,-4.15423
K1,1.07,-4.21161
K1,1.08,-4.18866
K1,1.08,-4.16571
K1,1.08,-4.22309
K1,1.08,-4.28047
K1,1.08,-4.25752
K1,1.08,-4.24604
K1,1.08,-4.23457
K1,1.09,-4.18866
K1,1.09,-4.11981
K1,1.09,-4.10833
K1,1.09,-4.06243
K1,1.09,-4.03948
K1,1.1,-4.10833
K1,1.1,-4.17719
K1,1.1,-4.24604
K1,1.1,-4.30342
K1,1.1,-4.29194
K1,1.1,-4.29194
K1,1.11,-4.3608
K1,1.11,-4.44113
K1,1.11,-4.52146
K1,1.11,-4.55589
K1,1.11,-4.57884
K1,1.11,-4.61327
K1,1.11,-4.60179
K1,1.12,-4.61327
K1,1.12,-4.59031
K1,1.12,-4.55589
K1,1.12,-4.53294
K1,1.12,-4.54441
K1,1.13,-4.53294
K1,1.13,-4.49851
K1,1.13,-4.48703
K1,1.13,-4.4067
K1,1.13,-4.3608
K1,1.13,-4.3608
K1,1.14,-4.37227
K1,1.14,-4.41818
K1,1.14,-4.45261
K1,1.14,-4.45261
K1,1.14,-4.42965
K1,1.14,-4.4067
K1,1.15,-4.4067
K1,1.15,-4.42965
K1,1.15,-4.34932
K1,1.15,-4.33785
K1,1.15,-4.33785
K1,1.15,-4.37227
K1,1.16,-4.42965
K1,1.16,-4.46408
K1,1.16,-4.42965
K1,1.16,-4.39523
K1,1.16,-4.37227
K1,1.16,-4.34932
K1,1.17,-4.33785
K1,1.17,-4.32637
K1,1.17,-4.3149
K1,1.17,-4.32637
K1,1.17,-4.3149
K1,1.17,-4.3149
K1,1.17,-4.32637
K1,1.18,-4.3608
K1,1.18,-4.37227
K1,1.18,-4.4067
K1,1.18,-4.42965
K1,1.18,-4.39523
K1,1.18,-4.42965
K1,1.19,-4.47556
K1,1.19,-4.52146
K1,1.19,-4.56736
K1,1.19,-4.60179
K1,1.19,-4.60179
K1,1.2,-4.52146
K1,1.2,-4.46408
K1,1.2,-4.49851
K1,1.2,-4.53294
K1,1.2,-4.53294
K1,1.2,-4.55589
K1,1.21,-4.55589
K1,1.21,-4.55589
K1,1.21,-4.55589
K1,1.21,-4.55589
K1,1.21,-4.53294
K1,1.21,-4.55589
K1,1.22,-4.56736
K1,1.22,-4.57884
K1,1.22,-4.64769
K1,1.22,-4.70507
K1,1.22,-4.79688
K1,1.22,-4.90016
K1,1.23,-4.95754
K1,1.23,-5.03787
K1,1.23,-5.10672
K1,1.23,-5.10672
K1,1.23,-5.1182
K1,1.23,-5.1182
K1,1.23,-5.1182
K1,1.24,-5.09525
K1,1.24,-5.02639
K1,1.24,-5.02639
K1,1.24,-5.06082
K1,1.24,-5.00344
K1,1.25,-4.95754
K1,1.25,-4.91164
K1,1.25,-4.86573
K1,1.25,-4.83131
K1,1.25,-4.86573
K1,1.25,-4.92311
K1,1.26,-4.93459
K1,1.26,-4.93459
K1,1.26,-4.99197
K1,1.26,-5.09525
K1,1.26,-5.14115
K1,1.26,-5.21001
K1,1.27,-5.29034
K1,1.27,-5.27886
K1,1.27,-5.23296
K1,1.27,-5.1641
K1,1.27,-5.12968
K1,1.27,-5.1182
K1,1.27,-5.08377
K1,1.28,-4.99197
K1,1.28,-4.91164
K1,1.28,-4.84278
K1,1.28,-4.81983
K1,1.28,-4.85426
K1,1.29,-4.94606
K1,1.29,-4.95754
K1,1.29,-4.96902
K1,1.29,-5.0723
K1,1.29,-5.18706
K1,1.29,-5.23296
K1,1.3,-5.23296
K1,1.3,-5.30181
K1,1.3,-5.38214
K1,1.3,-5.37067
K1,1.3,-5.35919
K1,1.3,-5.37067
K1,1.31,-5.37067
K1,1.31,-5.32476
K1,1.31,-5.27886
K1,1.31,-5.22148
K1,1.31,-5.21001
K1,1.31,-5.21001
K1,1.32,-5.1641
K1,1.32,-5.10672
K1,1.32,-5.09525
K1,1.32,-5.12968
K1,1.32,-5.21001
K1,1.32,-5.32476
K1,1.33,-5.42805
K1,1.33,-5.48543
K1,1.33,-5.5428
K1,1.33,-5.56576
K1,1.33,-5.55428
K1,1.33,-5.56576
K1,1.33,-5.64609
K1,1.34,-5.66904
K1,1.34,-5.65756
K1,1.34,-5.63461
K1,1.34,-5.61166
K1,1.34,-5.63461
K1,1.35,-5.70347
K1,1.35,-5.72642
K1,1.35,-5.72642
K1,1.35,-5.7838
K1,1.35,-5.85265
K1,1.35,-5.86413
K1,1.36,-5.84118
K1,1.36,-5.79527
K1,1.36,-5.76084
K1,1.36,-5.71494
K1,1.36,-5.66904
K1,1.36,-5.56576
K1,1.37,-5.48543
K1,1.37,-5.46247
K1,1.37,-5.47395
K1,1.37,-5.46247
K1,1.37,-5.48543
K1,1.37,-5.50838
K1,1.38,-5.50838
K1,1.38,-5.51985
K1,1.38,-5.55428
K1,1.38,-5.61166
K1,1.38,-5.66904
K1,1.38,-5.70347
K1,1.39,-5.70347
K1,1.39,-5.68051
K1,1.39,-5.58871
K1,1.39,-5.47395
K1,1.39,-5.38214
K1,1.39,-5.31329
K1,1.4,-5.23296
K1,1.4,-5.19853
K1,1.4,-5.1641
K1,1.4,-5.1641
K1,1.4,-5.22148
K1,1.4,-5.25591
K1,1.41,-5.27886
K1,1.41,-5.27886
K1,1.41,-5.32476
K1,1.41,-5.38214
K1,1.41,-5.4051
K1,1.41,-5.42805
K1,1.42,-5.46247
K1,1.42,-5.51985
K1,1.42,-5.55428
K1,1.42,-5.55428
K1,1.42,-5.48543
K1,1.42,-5.39362
K1,1.42,-5.37067
K1,1.43,-5.32476
K1,1.43,-5.26739
K1,1.43,-5.24443
K1,1.43,-5.21001
K1,1.43,-5.1641
K1,1.43,-5.09525
K1,1.44,-5.06082
K1,1.44,-5.10672
K1,1.44,-5.14115
K1,1.44,-5.21001
K1,1.44,-5.33624
K1,1.45,-5.48543
K1,1.45,-5.57723
K1,1.45,-5.65756
K1,1.45,-5.72642
K1,1.45,-5.79527
K1,1.45,-5.80675
K1,1.46,-5.79527
K1,1.46,-5.76084
K1,1.46,-5.7838
K1,1.46,-5.76084
K1,1.46,-5.69199
K1,1.46,-5.57723
K1,1.47,-5.5428
K1,1.47,-5.53133
K1,1.47,-5.50838
K1,1.47,-5.47395
K1,1.47,-5.39362
K1,1.47,-5.27886
K1,1.48,-5.22148
K1,1.48,-5.25591
K1,1.48,-5.30181
K1,1.48,-5.34772
K1,1.48,-5.42805
K1,1.48,-5.4969
K1,1.48,-5.4969
K1,1.49,-5.50838
K1,1.49,-5.56576
K1,1.49,-5.60018
K1,1.49,-5.56576
K1,1.49,-5.48543
K1,1.5,-5.38214
K1,1.5,-5.29034
K1,1.5,-5.26739
K1,1.5,-5.29034
K1,1.5,-5.34772
K1,1.5,-5.39362
K1,1.51,-5.37067
K1,1.51,-5.33624
K1,1.51,-5.27886
K1,1.51,-5.24443
K1,1.51,-5.23296
K1,1.51,-5.22148
K1,1.52,-5.22148
K1,1.52,-5.19853
K1,1.52,-5.18706
K1,1.52,-5.18706
K1,1.52,-5.14115
K1,1.52,-5.1182
K1,1.52,-5.06082
K1,1.53,-5.00344
K1,1.53,-4.98049
K1,1.53,-4.98049
K1,1.53,-5.03787
K1,1.53,-5.10672
K1,1.54,-5.14115
K1,1.54,-5.19853
K1,1.54,-5.21001
K1,1.54,-5.1641
K1,1.54,-5.08377
K1,1.54,-5.02639
K1,1.55,-4.99197
K1,1.55,-4.98049
K1,1.55,-4.96902
K1,1.55,-4.91164
K1,1.55,-4.87721
K1,1.55,-4.85426
K1,1.56,-4.79688
K1,1.56,-4.76245
K1,1.56,-4.76245
K1,1.56,-4.79688
K1,1.56,-4.86573
K1,1.56,-4.91164
K1,1.57,-4.96902
K1,1.57,-5.00344
K1,1.57,-4.99197
K1,1.57,-4.99197
K1,1.57,-4.96902
K1,1.57,-4.91164
K1,1.58,-4.84278
K1,1.58,-4.76245
K1,1.58,-4.72802
K1,1.58,-4.65917
K1,1.58,-4.61327
K1,1.58,-4.56736
K1,1.58,-4.56736
K1,1.59,-4.61327
K1,1.59,-4.63622
K1,1.59,-4.63622
K1,1.59,-4.67064
K1,1.59,-4.68212
K1,1.6,-4.70507
K1,1.6,-4.71655
K1,1.6,-4.72802
K1,1.6,-4.7395
K1,1.6,-4.70507
K1,1.6,-4.71655
K1,1.61,-4.77393
K1,1.61,-4.77393
K1,1.61,-4.7395
K1,1.61,-4.72802
K1,1.61,-4.6936
K1,1.61,-4.59031
K1,1.62,-4.45261
K1,1.62,-4.41818
K1,1.62,-4.39523
K1,1.62,-4.34932
K1,1.62,-4.32637
K1,1.62,-4.29194
K1,1.63,-4.21161
K1,1.63,-4.15423
K1,1.63,-4.15423
K1,1.63,-4.16571
K1,1.63,-4.10833
K1,1.63,-4.0739
K1,1.64,-4.09686
K1,1.64,-4.08538
K1,1.64,-4.08538
K1,1.64,-4.08538
K1,1.64,-4.13128
K1,1.64,-4.24604
K1,1.65,-4.3149
K1,1.65,-4.32637
K1,1.65,-4.26899
K1,1.65,-4.23457
K1,1.65,-4.18866
K1,1.65,-4.09686
K1,1.66,-4.08538
K1,1.66,-4.0739
K1,1.66,-4.03948
K1,1.66,-4.01653
K1,1.66,-4.03948
K1,1.66,-4.10833
K1,1.67,-4.11981
K1,1.67,-4.10833
K1,1.67,-4.06243
K1,1.67,-4.00505
K1,1.67,-3.97062
K1,1.67,-3.99357
K1,1.67,-4.05095
K1,1.68,-4.10833
K1,1.68,-4.15423
K1,1.68,-4.21161
K1,1.68,-4.23457
K1,1.68,-4.25752
K1,1.69,-4.25752
K1,1.69,-4.22309
K1,1.69,-4.23457
K1,1.69,-4.22309
K1,1.69,-4.14276
K1,1.69,-4.08538
K1,1.7,-4.09686
K1,1.7,-4.13128
K1,1.7,-4.18866
K1,1.7,-4.22309
K1,1.7,-4.16571
K1,1.7,-4.16571
K1,1.71,-4.26899
K1,1.71,-4.32637
K1,1.71,-4.33785
K1,1.71,-4.38375
K1,1.71,-4.42965
K1,1.71,-4.48703
K1,1.72,-4.57884
K1,1.72,-4.67064
K1,1.72,-4.71655
K1,1.72,-4.77393
K1,1.72,-4.80835
K1,1.72,-4.85426
K1,1.73,-4.94606
K1,1.73,-4.99197
K1,1.73,-4.99197
K1,1.73,-5.01492
K1,1.73,-5.04935
K1,1.73,-5.04935
K1,1.73,-5.00344
K1,1.74,-4.96902
K1,1.74,-4.95754
K1,1.74,-4.90016
K1,1.74,-4.91164
K1,1.74,-4.98049
K1,1.75,-5.01492
K1,1.75,-5.04935
K1,1.75,-5.10672
K1,1.75,-5.10672
K1,1.75,-5.08377
K1,1.75,-5.10672
K1,1.76,-5.1182
K1,1.76,-5.0723
K1,1.76,-5.02639
K1,1.76,-5.0723
K1,1.76,-5.18706
K1,1.76,-5.26739
K1,1.77,-5.29034
K1,1.77,-5.31329
K1,1.77,-5.32476
K1,1.77,-5.34772
K1,1.77,-5.39362
K1,1.77,-5.47395
K1,1.78,-5.43952
K1,1.78,-5.38214
K1,1.78,-5.38214
K1,1.78,-5.38214
K1,1.78,-5.37067
K1,1.78,-5.39362
K1,1.79,-5.42805
K1,1.79,-5.39362
K1,1.79,-5.38214
K1,1.79,-5.43952
K1,1.79,-5.4969
K1,1.79,-5.51985
K1,1.8,-5.62314
K1,1.8,-5.68051
